observation,action,reward,next_observation
[-0.00179471 -0.5539147  -0.1071865   0.38645995],1,1.0,[-0.012873   -0.35744745 -0.0994573   0.06199776]
[-0.012873   -0.35744745 -0.0994573   0.06199776],1,1.0,[-0.02002195 -0.16105059 -0.09821735 -0.26033399]
[-0.02002195 -0.16105059 -0.09821735 -0.26033399],0,1.0,[-2.3242962e-02 -3.5464329e-01 -1.0342403e-01 -1.7395853e-04]
[-2.3242962e-02 -3.5464329e-01 -1.0342403e-01 -1.7395853e-04],0,1.0,[-0.03033583 -0.5481416  -0.10342751  0.25817013]
[-0.03033583 -0.5481416  -0.10342751  0.25817013],0,1.0,[-0.04129866 -0.7416466  -0.0982641   0.51652306]
[-0.04129866 -0.7416466  -0.0982641   0.51652306],0,1.0,[-0.05613159 -0.93525755 -0.08793364  0.7766953 ]
[-0.05613159 -0.93525755 -0.08793364  0.7766953 ],1,1.0,[-0.07483675 -0.7390434  -0.07239974  0.45769206]
[-0.07483675 -0.7390434  -0.07239974  0.45769206],0,1.0,[-0.08961761 -0.93307114 -0.06324589  0.7267043 ]
[-0.08961761 -0.93307114 -0.06324589  0.7267043 ],1,1.0,[-0.10827903 -0.7371344  -0.04871181  0.4148049 ]
[-0.10827903 -0.7371344  -0.04871181  0.4148049 ],0,1.0,[-0.12302172 -0.93153334 -0.04041571  0.69174176]
[-0.12302172 -0.93153334 -0.04041571  0.69174176],1,1.0,[-0.14165239 -0.73587465 -0.02658087  0.3866144 ]
[-0.14165239 -0.73587465 -0.02658087  0.3866144 ],1,1.0,[-0.15636988 -0.5403856  -0.01884858  0.08567063]
[-0.15636988 -0.5403856  -0.01884858  0.08567063],0,1.0,[-0.16717759 -0.7352324  -0.01713517  0.3723477 ]
[-0.16717759 -0.7352324  -0.01713517  0.3723477 ],1,1.0,[-0.18188225 -0.5398713  -0.00968822  0.07431154]
[-0.18188225 -0.5398713  -0.00968822  0.07431154],0,1.0,[-0.19267967 -0.73485297 -0.00820199  0.36392212]
[-0.19267967 -0.73485297 -0.00820199  0.36392212],0,1.0,[-2.0737673e-01 -9.2985743e-01 -9.2354557e-04  6.5400755e-01]
[-2.0737673e-01 -9.2985743e-01 -9.2354557e-04  6.5400755e-01],1,1.0,[-0.22597387 -0.7347226   0.01215661  0.36103398]
[-0.22597387 -0.7347226   0.01215661  0.36103398],0,1.0,[-0.24066833 -0.93001527  0.01937729  0.6575252 ]
[-0.24066833 -0.93001527  0.01937729  0.6575252 ],1,1.0,[-0.25926864 -0.7351683   0.03252779  0.37100622]
[-0.25926864 -0.7351683   0.03252779  0.37100622],1,1.0,[-0.273972   -0.54052323  0.03994791  0.08875452]
[-0.273972   -0.54052323  0.03994791  0.08875452],1,1.0,[-0.28478247 -0.34599596  0.04172301 -0.191062  ]
[-0.28478247 -0.34599596  0.04172301 -0.191062  ],0,1.0,[-0.2917024  -0.54168916  0.03790176  0.11448538]
[-0.2917024  -0.54168916  0.03790176  0.11448538],1,1.0,[-0.30253616 -0.34713024  0.04019147 -0.16600299]
[-0.30253616 -0.34713024  0.04019147 -0.16600299],0,1.0,[-0.30947876 -0.54280376  0.03687141  0.1390834 ]
[-0.30947876 -0.54280376  0.03687141  0.1390834 ],1,1.0,[-0.32033485 -0.34822878  0.03965308 -0.14174297]
[-0.32033485 -0.34822878  0.03965308 -0.14174297],1,1.0,[-0.32729942 -0.15369652  0.03681822 -0.42165706]
[-0.32729942 -0.15369652  0.03681822 -0.42165706],1,1.0,[-0.33037335  0.04088498  0.02838508 -0.7025094 ]
[-0.33037335  0.04088498  0.02838508 -0.7025094 ],0,1.0,[-0.32955566 -0.15461865  0.01433489 -0.40102798]
[-0.32955566 -0.15461865  0.01433489 -0.40102798],0,1.0,[-0.33264804 -0.349941    0.00631433 -0.10386028]
[-0.33264804 -0.349941    0.00631433 -0.10386028],1,1.0,[-0.33964685 -0.15491007  0.00423713 -0.3945444 ]
[-0.33964685 -0.15491007  0.00423713 -0.3945444 ],1,1.0,[-0.34274504  0.0401515  -0.00365376 -0.6858884 ]
[-0.34274504  0.0401515  -0.00365376 -0.6858884 ],0,1.0,[-0.341942   -0.15491953 -0.01737153 -0.394358  ]
[-0.341942   -0.15491953 -0.01737153 -0.394358  ],0,1.0,[-0.3450404  -0.34979075 -0.02525869 -0.10720229]
[-0.3450404  -0.34979075 -0.02525869 -0.10720229],0,1.0,[-0.3520362  -0.5445418  -0.02740274  0.17740583]
[-0.3520362  -0.5445418  -0.02740274  0.17740583],0,1.0,[-0.36292705 -0.7392611  -0.02385462  0.46131974]
[-0.36292705 -0.7392611  -0.02385462  0.46131974],0,1.0,[-0.37771228 -0.9340379  -0.01462822  0.74638927]
[-0.37771228 -0.9340379  -0.01462822  0.74638927],1,1.0,[-3.9639303e-01 -7.3871720e-01  2.9956043e-04  4.4913900e-01]
[-3.9639303e-01 -7.3871720e-01  2.9956043e-04  4.4913900e-01],0,1.0,[-0.41116738 -0.9338434   0.00928234  0.7419163 ]
[-0.41116738 -0.9338434   0.00928234  0.7419163 ],0,1.0,[-0.42984426 -1.1290922   0.02412067  1.037506  ]
[-0.42984426 -1.1290922   0.02412067  1.037506  ],1,1.0,[-0.4524261  -0.93429905  0.04487079  0.75249195]
[-0.4524261  -0.93429905  0.04487079  0.75249195],0,1.0,[-0.47111207 -1.13001     0.05992062  1.0589505 ]
[-0.47111207 -1.13001     0.05992062  1.0589505 ],1,1.0,[-0.49371228 -0.9357309   0.08109964  0.7856609 ]
[-0.49371228 -0.9357309   0.08109964  0.7856609 ],0,1.0,[-0.5124269  -1.1318679   0.09681285  1.1027166 ]
[-0.5124269  -1.1318679   0.09681285  1.1027166 ],1,1.0,[-0.5350643  -0.93814343  0.11886718  0.8419092 ]
[-0.5350643  -0.93814343  0.11886718  0.8419092 ],0,1.0,[-0.5538271  -1.1346699   0.13570537  1.1694834 ]
[-0.5538271  -1.1346699   0.13570537  1.1694834 ],1,1.0,[-0.5765205  -0.94154847  0.15909503  0.9222396 ]
[-0.5765205  -0.94154847  0.15909503  0.9222396 ],0,1.0,[-0.59535146 -1.1384207   0.17753983  1.2603955 ]
[-0.59535146 -1.1384207   0.17753983  1.2603955 ],1,1.0,[-0.6181199  -0.9459573   0.20274773  1.0281613 ]
[-0.6181199  -0.9459573   0.20274773  1.0281613 ],0,1.0,[-0.63703907 -1.1431154   0.22331096  1.377041  ]
[ 0.01300008  0.0340255  -0.01143883 -0.04766918],0,1.0,[ 0.01368059 -0.16093057 -0.01239221  0.24138285]
[ 0.01368059 -0.16093057 -0.01239221  0.24138285],0,1.0,[ 0.01046198 -0.35587335 -0.00756456  0.53013134]
[ 0.01046198 -0.35587335 -0.00756456  0.53013134],0,1.0,[ 0.00334451 -0.55088806  0.00303807  0.8204211 ]
[ 0.00334451 -0.55088806  0.00303807  0.8204211 ],1,1.0,[-0.00767325 -0.3558078   0.01944649  0.5286953 ]
[-0.00767325 -0.3558078   0.01944649  0.5286953 ],1,1.0,[-0.01478941 -0.16096477  0.0300204   0.24220286]
[-0.01478941 -0.16096477  0.0300204   0.24220286],1,1.0,[-0.0180087   0.03371578  0.03486445 -0.04086172]
[-0.0180087   0.03371578  0.03486445 -0.04086172],0,1.0,[-0.01733439 -0.16188833  0.03404722  0.26261422]
[-0.01733439 -0.16188833  0.03404722  0.26261422],0,1.0,[-0.02057216 -0.3574793   0.0392995   0.56583863]
[-0.02057216 -0.3574793   0.0392995   0.56583863],0,1.0,[-0.02772174 -0.5531299   0.05061628  0.870639  ]
[-0.02772174 -0.5531299   0.05061628  0.870639  ],1,1.0,[-0.03878434 -0.35873163  0.06802905  0.59428984]
[-0.03878434 -0.35873163  0.06802905  0.59428984],0,1.0,[-0.04595897 -0.55473655  0.07991485  0.90760225]
[-0.04595897 -0.55473655  0.07991485  0.90760225],0,1.0,[-0.0570537 -0.7508441  0.0980669  1.2242948]
[-0.0570537 -0.7508441  0.0980669  1.2242948],1,1.0,[-0.07207058 -0.5571123   0.12255279  0.96387875]
[-0.07207058 -0.5571123   0.12255279  0.96387875],1,1.0,[-0.08321283 -0.36383092  0.14183037  0.7120716 ]
[-0.08321283 -0.36383092  0.14183037  0.7120716 ],0,1.0,[-0.09048945 -0.5606021   0.1560718   1.0458232 ]
[-0.09048945 -0.5606021   0.1560718   1.0458232 ],0,1.0,[-0.10170149 -0.75741243  0.17698826  1.3831495 ]
[-0.10170149 -0.75741243  0.17698826  1.3831495 ],0,1.0,[-0.11684974 -0.9542449   0.20465125  1.7255492 ]
[-0.11684974 -0.9542449   0.20465125  1.7255492 ],0,1.0,[-0.13593464 -1.1510355   0.23916224  2.0743237 ]
[-0.0119624  -0.03976618 -0.02506149  0.0351955 ],0,1.0,[-0.01275773 -0.23451994 -0.02435758  0.3198671 ]
[-0.01275773 -0.23451994 -0.02435758  0.3198671 ],1,1.0,[-0.01744813 -0.03905972 -0.01796024  0.01960333]
[-0.01744813 -0.03905972 -0.01796024  0.01960333],1,1.0,[-0.01822932  0.15631513 -0.01756817 -0.2786917 ]
[-0.01822932  0.15631513 -0.01756817 -0.2786917 ],1,1.0,[-0.01510302  0.35168323 -0.023142   -0.5768634 ]
[-0.01510302  0.35168323 -0.023142   -0.5768634 ],1,1.0,[-0.00806935  0.5471218  -0.03467927 -0.8767459 ]
[-0.00806935  0.5471218  -0.03467927 -0.8767459 ],0,1.0,[ 0.00287308  0.35248792 -0.05221419 -0.5951643 ]
[ 0.00287308  0.35248792 -0.05221419 -0.5951643 ],1,1.0,[ 0.00992284  0.54830027 -0.06411748 -0.90382653]
[ 0.00992284  0.54830027 -0.06411748 -0.90382653],0,1.0,[ 0.02088885  0.3541026  -0.08219401 -0.63196623]
[ 0.02088885  0.3541026  -0.08219401 -0.63196623],1,1.0,[ 0.0279709   0.5502693  -0.09483333 -0.9493607 ]
[ 0.0279709   0.5502693  -0.09483333 -0.9493607 ],0,1.0,[ 0.03897629  0.3565431  -0.11382055 -0.68791634]
[ 0.03897629  0.3565431  -0.11382055 -0.68791634],0,1.0,[ 0.04610715  0.16316952 -0.12757887 -0.43312386]
[ 0.04610715  0.16316952 -0.12757887 -0.43312386],0,1.0,[ 0.04937054 -0.02993711 -0.13624135 -0.18322454]
[ 0.04937054 -0.02993711 -0.13624135 -0.18322454],0,1.0,[ 0.04877179 -0.22287327 -0.13990584  0.06356677]
[ 0.04877179 -0.22287327 -0.13990584  0.06356677],1,1.0,[ 0.04431433 -0.02605155 -0.1386345  -0.26977938]
[ 0.04431433 -0.02605155 -0.1386345  -0.26977938],1,1.0,[ 0.0437933   0.17074844 -0.1440301  -0.6027752 ]
[ 0.0437933   0.17074844 -0.1440301  -0.6027752 ],0,1.0,[ 0.04720827 -0.02209654 -0.1560856  -0.35870156]
[ 0.04720827 -0.02209654 -0.1560856  -0.35870156],1,1.0,[ 0.04676634  0.17485996 -0.16325963 -0.6962479 ]
[ 0.04676634  0.17485996 -0.16325963 -0.6962479 ],0,1.0,[ 0.05026354 -0.01766671 -0.17718458 -0.45908338]
[ 0.05026354 -0.01766671 -0.17718458 -0.45908338],1,1.0,[ 0.0499102   0.17945912 -0.18636625 -0.8019629 ]
[ 0.0499102   0.17945912 -0.18636625 -0.8019629 ],0,1.0,[ 0.05349939 -0.01268509 -0.20240551 -0.5732124 ]
[ 0.05349939 -0.01268509 -0.20240551 -0.5732124 ],1,1.0,[ 0.05324568  0.18461317 -0.21386975 -0.92222   ]
[ 0.01774649 -0.04693378  0.03594961  0.0473646 ],0,1.0,[ 0.01680781 -0.24255228  0.0368969   0.35116968]
[ 0.01680781 -0.24255228  0.0368969   0.35116968],0,1.0,[ 0.01195676 -0.438179    0.04392029  0.65525526]
[ 0.01195676 -0.438179    0.04392029  0.65525526],1,1.0,[ 0.00319318 -0.24369515  0.0570254   0.37671924]
[ 0.00319318 -0.24369515  0.0570254   0.37671924],0,1.0,[-0.00168072 -0.4395787   0.06455978  0.6868233 ]
[-0.00168072 -0.4395787   0.06455978  0.6868233 ],0,1.0,[-0.01047229 -0.6355346   0.07829625  0.99911225]
[-0.01047229 -0.6355346   0.07829625  0.99911225],1,1.0,[-0.02318298 -0.4415416   0.09827849  0.7320098 ]
[-0.02318298 -0.4415416   0.09827849  0.7320098 ],1,1.0,[-0.03201382 -0.24790518  0.11291869  0.4718041 ]
[-0.03201382 -0.24790518  0.11291869  0.4718041 ],0,1.0,[-0.03697192 -0.4444258   0.12235477  0.7978353 ]
[-0.03697192 -0.4444258   0.12235477  0.7978353 ],0,1.0,[-0.04586044 -0.64099497  0.13831148  1.1263673 ]
[-0.04586044 -0.64099497  0.13831148  1.1263673 ],1,1.0,[-0.05868034 -0.4479293   0.16083883  0.8800685 ]
[-0.05868034 -0.4479293   0.16083883  0.8800685 ],0,1.0,[-0.06763892 -0.64482784  0.1784402   1.2186873 ]
[-0.06763892 -0.64482784  0.1784402   1.2186873 ],0,1.0,[-0.08053548 -0.84174377  0.20281394  1.5615547 ]
[-0.08053548 -0.84174377  0.20281394  1.5615547 ],1,1.0,[-0.09737036 -0.64954275  0.23404503  1.3383816 ]
[-0.00321648  0.03645582 -0.00643752 -0.01813317],1,1.0,[-0.00248736  0.2316695  -0.00680019 -0.31284022]
[-0.00248736  0.2316695  -0.00680019 -0.31284022],0,1.0,[ 0.00214603  0.03664508 -0.01305699 -0.02230961]
[ 0.00214603  0.03664508 -0.01305699 -0.02230961],0,1.0,[ 0.00287893 -0.15828721 -0.01350318  0.26622525]
[ 0.00287893 -0.15828721 -0.01350318  0.26622525],0,1.0,[-2.8681455e-04 -3.5321388e-01 -8.1786774e-03  5.5461878e-01]
[-2.8681455e-04 -3.5321388e-01 -8.1786774e-03  5.5461878e-01],0,1.0,[-0.00735109 -0.54822004  0.0029137   0.84471375]
[-0.00735109 -0.54822004  0.0029137   0.84471375],1,1.0,[-0.01831549 -0.35313797  0.01980797  0.5529485 ]
[-0.01831549 -0.35313797  0.01980797  0.5529485 ],0,1.0,[-0.02537825 -0.54853237  0.03086694  0.8518058 ]
[-0.02537825 -0.54853237  0.03086694  0.8518058 ],1,1.0,[-0.0363489  -0.35384455  0.04790306  0.5689866 ]
[-0.0363489  -0.35384455  0.04790306  0.5689866 ],0,1.0,[-0.04342579 -0.5496045   0.05928279  0.87636775]
[-0.04342579 -0.5496045   0.05928279  0.87636775],1,1.0,[-0.05441788 -0.35533625  0.07681014  0.6028963 ]
[-0.05441788 -0.35533625  0.07681014  0.6028963 ],0,1.0,[-0.06152461 -0.55144376  0.08886807  0.91875017]
[-0.06152461 -0.55144376  0.08886807  0.91875017],1,1.0,[-0.07255348 -0.3576282   0.10724308  0.65526694]
[-0.07255348 -0.3576282   0.10724308  0.65526694],1,1.0,[-0.07970604 -0.16414988  0.12034842  0.3981858 ]
[-0.07970604 -0.16414988  0.12034842  0.3981858 ],0,1.0,[-0.08298904 -0.36075526  0.12831213  0.72625786]
[-0.08298904 -0.36075526  0.12831213  0.72625786],1,1.0,[-0.09020415 -0.1676189   0.14283729  0.47655523]
[-0.09020415 -0.1676189   0.14283729  0.47655523],0,1.0,[-0.09355652 -0.36443824  0.1523684   0.8106291 ]
[-0.09355652 -0.36443824  0.1523684   0.8106291 ],1,1.0,[-0.10084529 -0.17169538  0.16858098  0.56948763]
[-0.10084529 -0.17169538  0.16858098  0.56948763],0,1.0,[-0.1042792  -0.36873055  0.17997073  0.91017896]
[-0.1042792  -0.36873055  0.17997073  0.91017896],1,1.0,[-0.1116538 -0.1764404  0.1981743  0.6790285]
[-0.1116538 -0.1764404  0.1981743  0.6790285],1,1.0,[-0.11518262  0.01545756  0.21175487  0.45469803]
[0.0469864  0.02548392 0.00673765 0.0413523 ],1,1.0,[ 0.04749608  0.22050862  0.00756469 -0.24919724]
[ 0.04749608  0.22050862  0.00756469 -0.24919724],0,1.0,[0.05190625 0.02527945 0.00258075 0.04586212]
[0.05190625 0.02527945 0.00258075 0.04586212],1,1.0,[ 0.05241184  0.2203643   0.00349799 -0.24600545]
[ 0.05241184  0.2203643   0.00349799 -0.24600545],0,1.0,[ 0.05681913  0.02519257 -0.00142212  0.04777877]
[ 0.05681913  0.02519257 -0.00142212  0.04777877],1,1.0,[ 0.05732298  0.22033489 -0.00046654 -0.2453525 ]
[ 0.05732298  0.22033489 -0.00046654 -0.2453525 ],1,1.0,[ 0.06172968  0.4154635  -0.00537359 -0.53818256]
[ 0.06172968  0.4154635  -0.00537359 -0.53818256],1,1.0,[ 0.07003895  0.61066055 -0.01613724 -0.8325538 ]
[ 0.07003895  0.61066055 -0.01613724 -0.8325538 ],1,1.0,[ 0.08225216  0.8059993  -0.03278832 -1.1302679 ]
[ 0.08225216  0.8059993  -0.03278832 -1.1302679 ],1,1.0,[ 0.09837215  1.0015349  -0.05539368 -1.4330517 ]
[ 0.09837215  1.0015349  -0.05539368 -1.4330517 ],1,1.0,[ 0.11840285  1.1972948  -0.08405471 -1.7425185 ]
[ 0.11840285  1.1972948  -0.08405471 -1.7425185 ],0,1.0,[ 0.14234874  1.003224   -0.11890508 -1.4771231 ]
[ 0.14234874  1.003224   -0.11890508 -1.4771231 ],0,1.0,[ 0.16241322  0.80973804 -0.14844754 -1.2238193 ]
[ 0.16241322  0.80973804 -0.14844754 -1.2238193 ],1,1.0,[ 0.17860799  1.0064269  -0.17292392 -1.5590911 ]
[ 0.17860799  1.0064269  -0.17292392 -1.5590911 ],1,1.0,[ 0.19873652  1.2031455  -0.20410575 -1.9003547 ]
[ 0.19873652  1.2031455  -0.20410575 -1.9003547 ],1,1.0,[ 0.22279944  1.3998086  -0.24211285 -2.2488174 ]
[ 0.0328733   0.02907927 -0.0186927   0.01790535],0,1.0,[ 0.03345488 -0.1657697  -0.01833459  0.3046324 ]
[ 0.03345488 -0.1657697  -0.01833459  0.3046324 ],1,1.0,[ 0.03013949  0.02960868 -0.01224195  0.00622402]
[ 0.03013949  0.02960868 -0.01224195  0.00622402],0,1.0,[ 0.03073166 -0.16533558 -0.01211747  0.29501948]
[ 0.03073166 -0.16533558 -0.01211747  0.29501948],1,1.0,[ 0.02742495  0.02995701 -0.00621708 -0.00146036]
[ 0.02742495  0.02995701 -0.00621708 -0.00146036],0,1.0,[ 0.02802409 -0.16507523 -0.00624628  0.28925455]
[ 0.02802409 -0.16507523 -0.00624628  0.28925455],1,1.0,[ 0.02472258  0.03013523 -0.00046119 -0.00539184]
[ 0.02472258  0.03013523 -0.00046119 -0.00539184],0,1.0,[ 0.02532529 -0.1649801  -0.00056903  0.28714553]
[ 0.02532529 -0.1649801  -0.00056903  0.28714553],0,1.0,[ 0.02202569 -0.36009395  0.00517388  0.579649  ]
[ 0.02202569 -0.36009395  0.00517388  0.579649  ],1,1.0,[ 0.01482381 -0.16504487  0.01676686  0.2886004 ]
[ 0.01482381 -0.16504487  0.01676686  0.2886004 ],1,1.0,[0.01152291 0.02983402 0.02253887 0.00125236]
[0.01152291 0.02983402 0.02253887 0.00125236],1,1.0,[ 0.01211959  0.2246256   0.02256392 -0.28423494]
[ 0.01211959  0.2246256   0.02256392 -0.28423494],1,1.0,[ 0.0166121   0.41941857  0.01687922 -0.5697168 ]
[ 0.0166121   0.41941857  0.01687922 -0.5697168 ],1,1.0,[ 0.02500047  0.6142998   0.00548488 -0.85703474]
[ 0.02500047  0.6142998   0.00548488 -0.85703474],0,1.0,[ 0.03728647  0.41910353 -0.01165581 -0.5626322 ]
[ 0.03728647  0.41910353 -0.01165581 -0.5626322 ],1,1.0,[ 0.04566854  0.6143871  -0.02290846 -0.8589644 ]
[ 0.04566854  0.6143871  -0.02290846 -0.8589644 ],1,1.0,[ 0.05795628  0.8098135  -0.04008774 -1.1587615 ]
[ 0.05795628  0.8098135  -0.04008774 -1.1587615 ],0,1.0,[ 0.07415255  0.6152362  -0.06326298 -0.87891275]
[ 0.07415255  0.6152362  -0.06326298 -0.87891275],0,1.0,[ 0.08645727  0.42102826 -0.08084123 -0.6067705 ]
[ 0.08645727  0.42102826 -0.08084123 -0.6067705 ],0,1.0,[ 0.09487784  0.22712417 -0.09297664 -0.34060568]
[ 0.09487784  0.22712417 -0.09297664 -0.34060568],0,1.0,[ 0.09942032  0.03343961 -0.09978876 -0.07862948]
[ 0.09942032  0.03343961 -0.09978876 -0.07862948],1,1.0,[ 0.10008912  0.22983998 -0.10136134 -0.40105367]
[ 0.10008912  0.22983998 -0.10136134 -0.40105367],0,1.0,[ 0.10468592  0.03629088 -0.10938242 -0.1419694 ]
[ 0.10468592  0.03629088 -0.10938242 -0.1419694 ],0,1.0,[ 0.10541173 -0.15710835 -0.11222181  0.1143014 ]
[ 0.10541173 -0.15710835 -0.11222181  0.1143014 ],0,1.0,[ 0.10226957 -0.35045835 -0.10993578  0.36957806]
[ 0.10226957 -0.35045835 -0.10993578  0.36957806],1,1.0,[ 0.0952604  -0.15396014 -0.10254422  0.04435403]
[ 0.0952604  -0.15396014 -0.10254422  0.04435403],0,1.0,[ 0.0921812  -0.34747356 -0.10165714  0.30300418]
[ 0.0921812  -0.34747356 -0.10165714  0.30300418],1,1.0,[ 0.08523173 -0.15106082 -0.09559705 -0.01992967]
[ 0.08523173 -0.15106082 -0.09559705 -0.01992967],0,1.0,[ 0.08221051 -0.34469107 -0.09599564  0.24112679]
[ 0.08221051 -0.34469107 -0.09599564  0.24112679],1,1.0,[ 0.07531669 -0.14833826 -0.09117311 -0.08022578]
[ 0.07531669 -0.14833826 -0.09117311 -0.08022578],0,1.0,[ 0.07234992 -0.34204298 -0.09277762  0.18235672]
[ 0.07234992 -0.34204298 -0.09277762  0.18235672],0,1.0,[ 0.06550907 -0.5357233  -0.08913049  0.44439033]
[ 0.06550907 -0.5357233  -0.08913049  0.44439033],1,1.0,[ 0.05479459 -0.33946082 -0.08024269  0.12499545]
[ 0.05479459 -0.33946082 -0.08024269  0.12499545],1,1.0,[ 0.04800538 -0.14328647 -0.07774278 -0.19188529]
[ 0.04800538 -0.14328647 -0.07774278 -0.19188529],0,1.0,[ 0.04513965 -0.33721516 -0.08158048  0.07529575]
[ 0.04513965 -0.33721516 -0.08158048  0.07529575],1,1.0,[ 0.03839535 -0.14102419 -0.08007456 -0.24197002]
[ 0.03839535 -0.14102419 -0.08007456 -0.24197002],0,1.0,[ 0.03557486 -0.33491644 -0.08491397  0.02441969]
[ 0.03557486 -0.33491644 -0.08491397  0.02441969],1,1.0,[ 0.02887653 -0.13868588 -0.08442558 -0.29380035]
[ 0.02887653 -0.13868588 -0.08442558 -0.29380035],1,1.0,[ 0.02610282  0.05753192 -0.09030158 -0.61187035]
[ 0.02610282  0.05753192 -0.09030158 -0.61187035],0,1.0,[ 0.02725345 -0.13621965 -0.10253899 -0.34893975]
[ 0.02725345 -0.13621965 -0.10253899 -0.34893975],1,1.0,[ 0.02452906  0.06019983 -0.10951778 -0.6721151 ]
[ 0.02452906  0.06019983 -0.10951778 -0.6721151 ],0,1.0,[ 0.02573306 -0.13324308 -0.12296008 -0.415823  ]
[ 0.02573306 -0.13324308 -0.12296008 -0.415823  ],0,1.0,[ 0.0230682  -0.32642737 -0.13127655 -0.16429366]
[ 0.0230682  -0.32642737 -0.13127655 -0.16429366],1,1.0,[ 0.01653965 -0.12969439 -0.13456242 -0.49533853]
[ 0.01653965 -0.12969439 -0.13456242 -0.49533853],0,1.0,[ 0.01394576 -0.3226877  -0.14446919 -0.24790761]
[ 0.01394576 -0.3226877  -0.14446919 -0.24790761],1,1.0,[ 0.00749201 -0.12582973 -0.14942734 -0.5824447 ]
[ 0.00749201 -0.12582973 -0.14942734 -0.5824447 ],0,1.0,[ 0.00497541 -0.31857714 -0.16107623 -0.3403138 ]
[ 0.00497541 -0.31857714 -0.16107623 -0.3403138 ],0,1.0,[-0.00139613 -0.51108456 -0.16788252 -0.10244247]
[-0.00139613 -0.51108456 -0.16788252 -0.10244247],1,1.0,[-0.01161782 -0.31400427 -0.16993137 -0.44303268]
[-0.01161782 -0.31400427 -0.16993137 -0.44303268],1,1.0,[-0.01789791 -0.11693667 -0.17879201 -0.78409606]
[-0.01789791 -0.11693667 -0.17879201 -0.78409606],1,1.0,[-0.02023664  0.0801324  -0.19447394 -1.1272727 ]
[-0.02023664  0.0801324  -0.19447394 -1.1272727 ],1,1.0,[-0.01863399  0.2771955  -0.2170194  -1.474111  ]
[-0.04870268 -0.04390604  0.03670686 -0.04204695],0,1.0,[-0.0495808  -0.2395346   0.03586592  0.26198763]
[-0.0495808  -0.2395346   0.03586592  0.26198763],1,1.0,[-0.05437149 -0.04494249  0.04110567 -0.01917052]
[-0.05437149 -0.04494249  0.04110567 -0.01917052],1,1.0,[-0.05527034  0.14956659  0.04072226 -0.298606  ]
[-0.05527034  0.14956659  0.04072226 -0.298606  ],0,1.0,[-0.05227901 -0.04611146  0.03475014  0.00663676]
[-0.05227901 -0.04611146  0.03475014  0.00663676],0,1.0,[-0.05320124 -0.2417141   0.03488288  0.31007808]
[-0.05320124 -0.2417141   0.03488288  0.31007808],1,1.0,[-0.05803552 -0.04710606  0.04108444  0.02859709]
[-0.05803552 -0.04710606  0.04108444  0.02859709],1,1.0,[-0.05897764  0.14740336  0.04165638 -0.25084543]
[-0.05897764  0.14740336  0.04165638 -0.25084543],1,1.0,[-0.05602957  0.34190646  0.03663947 -0.53010356]
[-0.05602957  0.34190646  0.03663947 -0.53010356],1,1.0,[-0.04919145  0.5364944   0.0260374  -0.8110199 ]
[-0.04919145  0.5364944   0.0260374  -0.8110199 ],1,1.0,[-0.03846156  0.7312501   0.009817   -1.0954003 ]
[-0.03846156  0.7312501   0.009817   -1.0954003 ],0,1.0,[-0.02383655  0.53600025 -0.012091   -0.79965353]
[-0.02383655  0.53600025 -0.012091   -0.79965353],1,1.0,[-0.01311655  0.7312859  -0.02808408 -1.0961154 ]
[-0.01311655  0.7312859  -0.02808408 -1.0961154 ],0,1.0,[ 0.00150917  0.53654486 -0.05000638 -0.81237453]
[ 0.00150917  0.53654486 -0.05000638 -0.81237453],0,1.0,[ 0.01224007  0.34214225 -0.06625387 -0.5358309 ]
[ 0.01224007  0.34214225 -0.06625387 -0.5358309 ],0,1.0,[ 0.01908291  0.14801142 -0.07697049 -0.2647379 ]
[ 0.01908291  0.14801142 -0.07697049 -0.2647379 ],1,1.0,[ 0.02204314  0.34414276 -0.08226525 -0.5806709 ]
[ 0.02204314  0.34414276 -0.08226525 -0.5806709 ],1,1.0,[ 0.02892599  0.5403153  -0.09387866 -0.89809316]
[ 0.02892599  0.5403153  -0.09387866 -0.89809316],0,1.0,[ 0.0397323   0.34658256 -0.11184053 -0.6363336 ]
[ 0.0397323   0.34658256 -0.11184053 -0.6363336 ],1,1.0,[ 0.04666395  0.543072   -0.1245672  -0.9620389 ]
[ 0.04666395  0.543072   -0.1245672  -0.9620389 ],0,1.0,[ 0.05752539  0.34982416 -0.14380798 -0.7109413 ]
[ 0.05752539  0.34982416 -0.14380798 -0.7109413 ],1,1.0,[ 0.06452187  0.5466138  -0.1580268  -1.0452127 ]
[ 0.06452187  0.5466138  -0.1580268  -1.0452127 ],1,1.0,[ 0.07545415  0.74344015 -0.17893106 -1.3830402 ]
